# Time-averaged data for fix track_rdf
# TimeStep Number-of-rows
# Row c_rdf_calc[1] c_rdf_calc[2] c_rdf_calc[3] c_rdf_calc[4] c_rdf_calc[5]
2500 100
29 3.50812 3.22486 5.9 4.29982 4.2
30 3.63121 3.00995 6.5 2.00664 4.6
31 3.75431 6.10097 7.8 0.469305 4.7
32 3.8774 5.71979 9.1 3.95985 5.6
33 4.00049 4.95992 10.3 3.71994 6.5
34 4.12358 4.66824 11.5 3.11216 7.3
35 4.24667 7.33594 13.5 5.13516 8.7
36 4.36977 7.96777 15.8 7.27492 10.8
37 4.49286 4.58785 17.2 6.88178 12.9
38 4.61595 2.79414 18.1 4.96736 14.5
39 4.73904 4.71268 19.7 5.00723 16.2
40 4.86213 2.51837 20.6 8.67438 19.3
41 4.98523 3.72641 22 6.12195 21.6
42 5.10832 3.80249 23.5 6.84448 24.3
43 5.23141 5.80106 25.9 5.80106 26.7
44 5.3545 5.99888 28.5 5.53742 29.1
45 5.47759 4.85041 30.7 5.07088 31.4
46 5.60069 5.48311 33.3 7.38112 34.9
47 5.72378 5.45174 36 8.88432 39.3
48 5.84687 5.03112 38.6 8.32069 43.6
49 5.96996 2.96972 40.2 4.45458 46
50 6.09305 2.49458 41.6 4.4546 48.5
51 6.21615 3.93754 43.9 7.36149 52.8
52 6.33924 7.90146 48.7 6.74916 56.9
53 6.46233 9.50416 54.7 4.27687 59.6
54 6.58542 8.84712 60.5 5.18624 63
55 6.70851 6.76156 65.1 5.58564 66.8
56 6.83161 5.95314 69.3 5.24443 70.5
57 6.9547 4.7869 72.8 7.11196 75.7
58 7.07779 6.86675 78 5.41416 79.8
59 7.20088 5.99611 82.7 5.35823 84
60 7.32397 11.0992 91.7 7.39948 90
61 7.44707 6.56049 97.2 8.58828 97.2
62 7.57016 6.69518 103 7.73409 103.9
63 7.69325 7.60035 109.8 6.92973 110.1
64 7.81634 6.49664 115.8 5.95526 115.6
65 7.93943 6.71655 122.2 5.98192 121.3
66 8.06253 6.20773 128.3 4.98654 126.2
67 8.18562 6.02244 134.4 4.93643 131.2
68 8.30871 7.76182 142.5 4.9829 136.4
69 8.4318 7.25772 150.3 5.862 142.7
70 8.55489 7.86387 159 5.87531 149.2
71 8.67799 6.14903 166 6.41256 156.5
72 8.80108 4.86799 171.7 6.49066 164.1
73 8.92417 3.57174 176 7.14348 172.7
74 9.04726 4.12176 181.1 7.03124 181.4
75 9.17035 4.95582 187.4 7.94505 191.5
76 9.29345 4.90201 193.8 7.81257 201.7
77 9.41654 6.5652 202.6 7.90808 212.3
78 9.53963 6.9784 212.2 6.39687 221.1
79 9.66272 6.58919 221.5 6.02238 229.6
80 9.78581 6.28631 230.6 7.32251 240.2
81 9.90891 6.87222 240.8 7.00697 250.6
82 10.032 6.17876 250.2 5.45571 258.9
83 10.1551 6.02988 259.6 5.77329 267.9
84 10.2782 7.13873 271 4.88439 275.7
85 10.4013 7.70453 283.6 5.38094 284.5
86 10.5244 10.3324 300.9 8.06289 298
87 10.6475 8.0526 314.7 7.35238 310.6
88 10.7706 9.12417 330.7 7.52744 323.8
89 10.8936 8.19446 345.4 6.46638 335.4
90 11.0167 6.21367 356.8 6.21367 346.8
91 11.1398 4.90434 366 5.65065 357.4
92 11.2629 6.10146 377.7 5.89286 368.7
93 11.386 5.30689 388.1 6.32744 381.1
94 11.5091 5.6934 399.5 5.04415 391.2
95 11.6322 6.74692 413.3 6.89359 405.3
96 11.7553 7.37232 428.7 8.13828 422.3
97 11.8784 7.07966 443.8 9.56458 442.7
98 12.0015 7.62411 460.4 7.80783 459.7
99 12.1246 6.97509 475.9 8.68511 479
100 12.2477 6.35048 490.3 7.84991 496.8
12000 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 0 0 0 0
16 1.90793 0 0 0 0
17 2.03102 0 0 0 0
18 2.15411 0 0 0 0
19 2.2772 0 0 0 0
20 2.40029 0 0 0 0
21 2.52339 0 0 0 0
22 2.64648 0.944363 0.1 0 0
23 2.76957 0.862299 0.2 0 0
24 2.89266 3.16194 0.6 3.95242 0.5
25 3.01575 5.81824 1.4 8.00008 1.6
26 3.13885 4.69955 2.1 8.05637 2.8
27 3.26194 4.97326 2.9 4.97326 3.6
28 3.38503 5.77273 3.9 1.15455 3.8
29 3.50812 3.76234 4.6 4.83729 4.7
30 3.63121 2.50829 5.1 0.501659 4.8
31 3.75431 3.75444 5.9 1.87722 5.2
32 3.8774 4.83982 7 5.27981 6.4
33 4.00049 4.54659 8.1 7.02655 8.1
34 4.12358 5.05726 9.4 8.94747 10.4
35 4.24667 10.2703 12.2 1.83398 10.9
36 4.36977 9.69989 15 5.19637 12.4
37 4.49286 7.20948 17.2 3.60474 13.5
38 4.61595 5.27782 18.9 10.5556 16.9
39 4.73904 4.71268 20.5 7.06903 19.3
40 4.86213 7.83493 23.3 6.71565 21.7
41 4.98523 6.12195 25.6 7.45281 24.5
42 5.10832 4.30949 27.3 7.60498 27.5
43 5.23141 5.07593 29.4 6.76791 30.3
44 5.3545 3.23016 30.8 5.76815 32.8
45 5.47759 4.85041 33 7.05514 36
46 5.60069 4.85045 35.3 10.7553 41.1
47 5.72378 4.84599 37.7 6.46132 44.3
48 5.84687 7.35317 41.5 7.93368 48.4
49 5.96996 5.93944 44.7 8.72355 53.1
50 6.09305 11.0474 50.9 9.26558 58.3
51 6.21615 8.21748 55.7 9.92945 64.1
52 6.33924 6.91378 59.9 6.41994 68
53 6.46233 5.38569 63.3 6.1777 71.9
54 6.58542 7.01668 67.9 6.254 76
55 6.70851 8.81943 73.9 6.02661 80.1
56 6.83161 7.51229 79.2 4.39398 83.2
57 6.9547 6.15458 83.7 5.06043 86.9
58 7.07779 7.52701 89.4 6.86675 92.1
59 7.20088 6.25127 94.3 4.9755 96
60 7.32397 7.02951 100 5.30296 100.3
61 7.44707 8.34971 107 3.57845 103.3
62 7.57016 6.81062 112.9 4.7328 107.4
63 7.69325 7.15327 119.3 5.70027 112.5
64 7.81634 6.60492 125.4 6.7132 118.7
65 7.93943 6.19182 131.3 6.50665 124.9
66 8.06253 5.19007 136.4 6.10597 130.9
67 8.18562 4.64024 141.1 6.911 137.9
68 8.30871 5.17455 146.5 5.7495 143.9
69 8.4318 6.88553 153.9 6.14114 150.5
70 8.55489 8.94854 163.8 6.86959 158.1
71 8.67799 7.20315 172 7.55452 166.7
72 8.80108 5.97824 179 6.91767 174.8
73 8.92417 4.31931 184.2 7.30961 183.6
74 9.04726 5.01077 190.4 8.08189 193.6
75 9.17035 5.6638 197.6 7.23707 202.8
76 9.29345 6.43388 206 6.12751 210.8
77 9.41654 5.44613 213.3 7.46045 220.8
78 9.53963 7.41455 223.5 7.92339 231.7
79 9.66272 6.30578 232.4 8.64388 243.9
80 9.78581 8.4278 244.6 5.87183 252.4
81 9.90891 7.14172 255.2 4.7836 259.5
82 10.032 5.8501 264.1 6.63888 269.6
83 10.1551 7.44113 275.7 5.96573 278.9
84 10.2782 7.76493 288.1 6.51253 289.3
85 10.4013 6.72618 299.1 7.15421 301
86 10.5244 5.97251 309.1 6.15169 311.3
87 10.6475 6.94391 321 4.43477 318.9
88 10.7706 7.29934 333.8 4.44803 326.7
89 10.8936 6.29914 345.1 5.96468 337.4
90 11.0167 6.32269 356.7 7.52182 351.2
91 11.1398 7.51643 370.8 7.56974 365.4
92 11.2629 6.98799 384.2 6.93584 378.7
93 11.386 7.65416 399.2 7.60314 393.6
94 11.5091 7.24161 413.7 6.74218 407.1
95 11.6322 6.74692 427.5 5.76911 418.9
96 11.7553 5.55318 439.1 6.55849 432.6
97 11.8784 6.18885 452.3 7.50163 448.6
98 12.0015 7.30261 468.2 7.16483 464.2
99 12.1246 7.5601 485 7.5151 480.9
100 12.2477 7.01199 500.9 8.11451 499.3
12500 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 0 0 0 0
16 1.90793 0 0 0 0
17 2.03102 0 0 0 0
18 2.15411 1.42528 0.1 0 0
19 2.2772 0 0.1 0 0
20 2.40029 1.14797 0.2 0 0
21 2.52339 0 0.2 2.07745 0.2
22 2.64648 0 0.2 0.944363 0.3
23 2.76957 0.862299 0.3 0.862299 0.4
24 2.89266 5.53339 1 3.16194 0.8
25 3.01575 2.90912 1.4 3.6364 1.3
26 3.13885 5.37091 2.2 5.37091 2.1
27 3.26194 5.59491 3.1 4.97326 2.9
28 3.38503 4.04091 3.8 5.77273 3.9
29 3.50812 1.07495 4 3.76234 4.6
30 3.63121 4.51493 4.9 4.01327 5.4
31 3.75431 4.22375 5.8 8.4475 7.2
32 3.8774 4.83982 6.9 5.27981 8.4
33 4.00049 11.1598 9.6 5.78657 9.8
34 4.12358 5.83531 11.1 7.39139 11.7
35 4.24667 7.33594 13.1 5.50195 13.2
36 4.36977 3.81067 14.2 6.58207 15.1
37 4.49286 3.60474 15.3 3.60474 16.2
38 4.61595 4.34644 16.7 2.79414 17.1
39 4.73904 6.47994 18.9 6.47994 19.3
40 4.86213 3.63764 20.2 5.87619 21.4
41 4.98523 7.18664 22.9 10.3807 25.3
42 5.10832 6.08399 25.3 7.35148 28.2
43 5.23141 5.31764 27.5 5.31764 30.4
44 5.3545 6.46033 30.3 3.23016 31.8
45 5.47759 9.0394 34.4 6.83467 34.9
46 5.60069 5.06134 36.8 8.64645 39
47 5.72378 5.45174 39.5 6.46132 42.2
48 5.84687 8.12719 43.7 6.77266 45.7
49 5.96996 6.68187 47.3 8.35233 50.2
50 6.09305 4.27642 49.7 7.66192 54.5
51 6.21615 5.47832 52.9 7.19029 58.7
52 6.33924 7.07839 57.2 6.25532 62.5
53 6.46233 8.07854 62.3 5.7025 66.1
54 6.58542 8.69459 68 8.23698 71.5
55 6.70851 8.37845 73.7 5.58564 75.3
56 6.83161 9.07145 80.1 5.95314 79.5
57 6.9547 7.65903 85.7 6.56489 84.3
58 7.07779 6.73469 90.8 5.15006 88.2
59 7.20088 7.1443 96.4 3.82731 91.2
60 7.32397 5.54961 100.9 4.31636 94.7
61 7.44707 4.17486 104.4 5.36767 99.2
62 7.57016 3.92476 107.8 5.19454 103.7
63 7.69325 6.03558 113.2 4.80611 108
64 7.81634 4.98076 117.8 6.28009 113.8
65 7.93943 7.87095 125.3 7.03139 120.5
66 8.06253 6.51303 131.7 7.12363 127.5
67 8.18562 5.92371 137.7 6.911 134.5
68 8.30871 4.69542 142.6 8.0493 142.9
69 8.4318 5.11762 148.1 7.25772 150.7
70 8.55489 5.42336 154.1 8.31582 159.9
71 8.67799 6.14903 161.1 9.22355 170.4
72 8.80108 7.17388 169.5 8.28413 180.1
73 8.92417 5.64833 176.3 5.14995 186.3
74 9.04726 7.43534 185.5 5.5765 193.2
75 9.17035 5.74246 192.8 6.92242 202
76 9.29345 6.97004 201.9 6.89345 211
77 9.41654 6.78901 211 6.71441 220
78 9.53963 6.39687 219.8 6.76033 229.3
79 9.66272 5.03046 226.9 4.88875 236.2
80 9.78581 5.2501 234.5 4.97378 243.4
81 9.90891 6.60272 244.3 6.26585 252.7
82 10.032 7.36193 255.5 5.25852 260.7
83 10.1551 7.50528 267.2 5.06767 268.6
84 10.2782 8.14066 280.2 5.63584 277.6
85 10.4013 9.04977 295 5.38094 286.4
86 10.5244 8.48097 309.2 4.41966 293.8
87 10.6475 6.47709 320.3 5.89357 303.9
88 10.7706 6.67205 332 6.38692 315.1
89 10.8936 5.90893 342.6 7.7485 329
90 11.0167 5.5596 352.8 6.10466 340.2
91 11.1398 7.14328 366.2 7.51643 354.3
92 11.2629 5.52782 376.8 7.50949 368.7
93 11.386 6.37847 389.3 7.29697 383
94 11.5091 7.24161 403.8 5.74334 394.5
95 11.6322 7.48028 419.1 6.40469 407.6
96 11.7553 7.27658 434.3 7.65955 423.6
97 11.8784 6.18885 447.5 6.28262 437
98 12.0015 5.32769 459.1 7.57818 453.5
99 12.1246 5.62507 471.6 8.1001 471.5
100 12.2477 6.52689 486.4 8.07041 489.8
13000 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 0 0 0 0
16 1.90793 3.63337 0.2 0 0
17 2.03102 6.41288 0.6 0 0
18 2.15411 2.85056 0.8 0 0
19 2.2772 2.55079 1 0 0
20 2.40029 0 1 0 0
21 2.52339 0 1 1.03872 0.1
22 2.64648 0 1 0.944363 0.2
23 2.76957 0 1 4.31149 0.7
24 2.89266 0 1 7.11435 1.6
25 3.01575 1.45456 1.2 2.90912 2
26 3.13885 2.01409 1.5 4.02819 2.6
27 3.26194 4.3516 2.2 8.08154 3.9
28 3.38503 5.77273 3.2 4.61818 4.7
29 3.50812 7.52468 4.6 2.68739 5.2
30 3.63121 6.52157 5.9 4.01327 6
31 3.75431 6.10097 7.2 6.10097 7.3
32 3.8774 6.59976 8.7 7.91971 9.1
33 4.00049 6.1999 10.2 6.61322 10.7
34 4.12358 5.44629 11.6 7.78041 12.7
35 4.24667 7.70273 13.7 4.76836 14
36 4.36977 5.19637 15.2 3.81067 15.1
37 4.49286 3.60474 16.3 4.26015 16.4
38 4.61595 4.96736 17.9 10.2452 19.7
39 4.73904 5.59631 19.8 8.83628 22.7
40 4.86213 9.23402 23.1 6.71565 25.1
41 4.98523 8.25133 26.2 10.3807 29
42 5.10832 8.36548 29.5 5.32349 31.1
43 5.23141 5.31764 31.7 5.31764 33.3
44 5.3545 4.84525 33.8 4.84525 35.4
45 5.47759 3.74805 35.5 7.71656 38.9
46 5.60069 3.58511 37.2 8.22467 42.8
47 5.72378 4.44216 39.4 10.7016 48.1
48 5.84687 5.22462 42.1 6.38565 51.4
49 5.96996 5.19701 44.9 5.93944 54.6
50 6.09305 6.59281 48.6 4.4546 57.1
51 6.21615 6.16311 52.2 5.30712 60.2
52 6.33924 6.09071 55.9 5.59687 63.6
53 6.46233 8.39534 61.2 5.06889 66.8
54 6.58542 6.71161 65.6 7.62683 71.8
55 6.70851 6.90855 70.3 3.96874 74.5
56 6.83161 7.51229 75.6 7.08707 79.5
57 6.9547 7.24873 80.9 6.29135 84.1
58 7.07779 8.45138 87.3 6.47059 89
59 7.20088 9.05796 94.4 5.35823 93.2
60 7.32397 8.01611 100.9 4.43969 96.8
61 7.44707 6.79905 106.6 7.1569 102.8
62 7.57016 4.0402 110.1 7.04148 108.9
63 7.69325 2.79425 112.6 6.59442 114.8
64 7.81634 3.46488 115.8 6.38837 120.7
65 7.93943 4.51268 120.1 4.93246 125.4
66 8.06253 7.12363 127.1 4.47771 129.8
67 8.18562 8.39193 135.6 3.75168 133.6
68 8.30871 6.99522 142.9 4.50377 138.3
69 8.4318 4.74543 148 5.67591 144.4
70 8.55489 5.33297 153.9 8.40621 153.7
71 8.67799 7.73021 162.7 7.37884 162.1
72 8.80108 6.57606 170.4 6.49066 169.7
73 8.92417 7.72492 179.7 7.22654 178.4
74 9.04726 6.14224 187.3 8.32434 188.7
75 9.17035 5.89979 194.8 7.78772 198.6
76 9.29345 5.74454 202.3 7.81257 208.8
77 9.41654 6.04297 210.4 5.81915 216.6
78 9.53963 6.39687 219.2 6.9784 226.2
79 9.66272 6.58919 228.5 5.59727 234.1
80 9.78581 6.83895 238.4 5.52642 242.1
81 9.90891 7.00697 248.8 5.52473 250.3
82 10.032 7.42766 260.1 6.17876 259.7
83 10.1551 6.15818 269.7 8.27505 272.6
84 10.2782 6.26204 279.7 6.63777 283.2
85 10.4013 6.90962 291 6.66503 294.1
86 10.5244 7.58509 303.7 6.51004 305
87 10.6475 7.41073 316.4 7.29402 317.5
88 10.7706 8.0977 330.6 5.01829 326.3
89 10.8936 8.80765 346.4 4.45957 334.3
90 11.0167 7.3583 359.9 5.99565 345.3
91 11.1398 7.08997 373.2 6.29035 357.1
92 11.2629 7.04014 386.7 6.7794 370.1
93 11.386 5.511 397.5 7.70519 385.2
94 11.5091 4.99421 407.5 6.99189 399.2
95 11.6322 5.91578 419.6 6.69803 412.9
96 11.7553 5.55318 431.2 6.22339 425.9
97 11.8784 6.23573 444.5 6.70458 440.2
98 12.0015 7.48633 460.8 8.58861 458.9
99 12.1246 6.39008 475 7.24509 475
100 12.2477 6.08588 488.8 7.5853 492.2
13500 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 2.0758 0.1 0 0
16 1.90793 10.9001 0.7 0 0
17 2.03102 3.20644 0.9 0 0
18 2.15411 1.42528 1 0 0
19 2.2772 0 1 1.2754 0.1
20 2.40029 0 1 2.29594 0.3
21 2.52339 0 1 1.03872 0.4
22 2.64648 0 1 4.72182 0.9
23 2.76957 0 1 3.44919 1.3
24 2.89266 1.58097 1.2 1.58097 1.5
25 3.01575 1.45456 1.4 5.81824 2.3
26 3.13885 2.01409 1.7 12.0846 4.1
27 3.26194 1.86497 2 6.21657 5.1
28 3.38503 0 2 5.77273 6.1
29 3.50812 4.29982 2.8 5.37477 7.1
30 3.63121 4.01327 3.6 3.00995 7.7
31 3.75431 7.50889 5.2 5.16236 8.8
32 3.8774 9.67964 7.4 4.83982 9.9
33 4.00049 3.71994 8.3 7.43988 11.7
34 4.12358 3.8902 9.3 7.00237 13.5
35 4.24667 6.23555 11 8.80312 15.9
36 4.36977 5.19637 12.5 6.92849 17.9
37 4.49286 10.4865 15.7 4.58785 19.3
38 4.61595 10.5556 19.1 4.96736 20.9
39 4.73904 9.42537 22.3 5.30177 22.7
40 4.86213 5.03674 24.1 5.59638 24.7
41 4.98523 5.05726 26 7.71898 27.6
42 5.10832 4.56299 27.8 7.09798 30.4
43 5.23141 3.62566 29.3 7.49304 33.5
44 5.3545 6.46033 32.1 5.53742 35.9
45 5.47759 3.3071 33.6 5.95278 38.6
46 5.60069 6.32667 36.6 7.17023 42
47 5.72378 6.86516 40 6.46132 45.2
48 5.84687 6.38565 43.3 6.96616 48.8
49 5.96996 6.86747 47 5.93944 52
50 6.09305 9.80013 52.5 5.16734 54.9
51 6.21615 8.73107 57.6 6.33431 58.6
52 6.33924 5.76148 61.1 6.09071 62.3
53 6.46233 6.49451 65.2 8.23694 67.5
54 6.58542 5.94893 69.1 7.9319 72.7
55 6.70851 6.1736 73.3 6.90855 77.4
56 6.83161 3.68527 75.9 6.66184 82.1
57 6.9547 4.65013 79.3 5.33397 86
58 7.07779 5.01801 83.1 6.33853 90.8
59 7.20088 3.44458 85.8 5.10307 94.8
60 7.32397 3.94639 89 5.17964 99
61 7.44707 5.8448 93.9 3.2206 101.7
62 7.57016 7.61866 100.5 7.15692 107.9
63 7.69325 7.26504 107 8.38274 115.4
64 7.81634 5.84698 112.4 6.38837 121.3
65 7.93943 6.29676 118.4 5.45719 126.5
66 8.06253 8.03952 126.3 5.49537 131.9
67 8.18562 6.12117 132.5 4.8377 136.8
68 8.30871 6.5161 139.3 5.07872 142.1
69 8.4318 7.07162 146.9 5.58286 148.1
70 8.55489 8.58699 156.4 7.14076 156
71 8.67799 8.43296 166 6.32472 163.2
72 8.80108 6.74687 173.9 6.66146 171
73 8.92417 7.72492 183.2 5.98059 178.2
74 9.04726 6.54633 191.3 5.01077 184.4
75 9.17035 6.13578 199.1 6.05712 192.1
76 9.29345 5.51476 206.3 7.65939 202.1
77 9.41654 5.29692 213.4 8.72873 213.8
78 9.53963 6.76033 222.7 7.63263 224.3
79 9.66272 5.88067 231 6.37663 233.3
80 9.78581 7.04619 241.2 5.80275 241.7
81 9.90891 7.88284 252.9 8.28709 254
82 10.032 7.49339 264.3 8.21644 266.5
83 10.1551 6.09403 273.8 8.27505 279.4
84 10.2782 5.57322 282.7 7.9528 292.1
85 10.4013 6.48159 293.3 7.21536 303.9
86 10.5244 7.88372 306.5 7.58509 316.6
87 10.6475 6.53545 317.7 6.76885 328.2
88 10.7706 5.75963 327.8 5.4745 337.8
89 10.8936 6.57787 339.6 5.35148 347.4
90 11.0167 6.05016 350.7 5.5051 357.5
91 11.1398 8.04951 365.8 5.38411 367.6
92 11.2629 8.18743 381.5 8.91751 384.7
93 11.386 8.16444 397.5 7.24594 398.9
94 11.5091 8.5401 414.6 7.19166 413.3
95 11.6322 5.62243 426.1 5.96467 425.5
96 11.7553 6.8936 440.5 7.08509 440.3
97 11.8784 7.22032 455.9 6.3295 453.8
98 12.0015 5.64919 468.2 5.60326 466
99 12.1246 6.07508 481.7 6.07508 479.5
100 12.2477 6.87969 497.3 5.95358 493
14000 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 0 0 0 0
16 1.90793 10.9001 0.6 0 0
17 2.03102 4.80966 0.9 0 0
18 2.15411 1.42528 1 0 0
19 2.2772 0 1 0 0
20 2.40029 0 1 0 0
21 2.52339 1.03872 1.1 0 0
22 2.64648 0.944363 1.2 0.944363 0.1
23 2.76957 5.17379 1.8 4.31149 0.6
24 2.89266 6.32387 2.6 8.69532 1.7
25 3.01575 5.81824 3.4 3.6364 2.2
26 3.13885 4.02819 4 2.68546 2.6
27 3.26194 9.94651 5.6 9.32486 4.1
28 3.38503 4.04091 6.3 6.92727 5.3
29 3.50812 4.29982 7.1 11.287 7.4
30 3.63121 4.51493 8 7.02323 8.8
31 3.75431 4.22375 8.9 1.87722 9.2
32 3.8774 3.07989 9.6 4.83982 10.3
33 4.00049 4.54659 10.7 3.71994 11.2
34 4.12358 5.83531 12.2 4.27922 12.3
35 4.24667 8.43633 14.5 2.93437 13.1
36 4.36977 9.00704 17.1 10.3927 16.1
37 4.49286 6.88178 19.2 8.848 18.8
38 4.61595 8.69289 22 5.27782 20.5
39 4.73904 5.59631 23.9 6.47994 22.7
40 4.86213 1.67891 24.5 7.83493 25.5
41 4.98523 2.92789 25.6 6.38812 27.9
42 5.10832 4.30949 27.3 5.57699 30.1
43 5.23141 2.90053 28.5 8.45988 33.6
44 5.3545 2.07653 29.4 8.76759 37.4
45 5.47759 7.05514 32.6 5.7323 40
46 5.60069 7.17023 36 3.796 41.8
47 5.72378 6.25941 39.1 3.23066 43.4
48 5.84687 4.64411 41.5 4.83761 45.9
49 5.96996 5.38262 44.4 3.89776 48
50 6.09305 4.63279 47 7.48373 52.2
51 6.21615 10.443 53.1 6.16311 55.8
52 6.33924 5.43225 56.4 7.07839 60.1
53 6.46233 5.06889 59.6 7.12812 64.6
54 6.58542 6.40654 63.8 7.32176 69.4
55 6.70851 7.93748 69.2 7.05554 74.2
56 6.83161 5.24443 72.9 6.80358 79
57 6.9547 5.47074 76.9 7.52227 84.5
58 7.07779 4.7539 80.5 7.65906 90.3
59 7.20088 6.76157 85.8 4.72034 94
60 7.32397 7.27616 91.7 3.82307 97.1
61 7.44707 5.96408 96.7 4.77127 101.1
62 7.57016 5.65627 101.6 5.77171 106.1
63 7.69325 6.48266 107.4 4.80611 110.4
64 7.81634 7.36286 114.2 5.08904 115.1
65 7.93943 8.60558 122.4 6.08687 120.9
66 8.06253 7.32716 129.6 8.75189 129.5
67 8.18562 6.41736 136.1 7.99701 137.6
68 8.30871 4.50377 140.8 5.17455 143
69 8.4318 6.0481 147.3 7.816 151.4
70 8.55489 8.76776 157 7.77348 160
71 8.67799 8.25727 166.4 8.25727 169.4
72 8.80108 6.66146 174.2 7.34469 178
73 8.92417 6.97735 182.6 6.47897 185.8
74 9.04726 5.9806 190 6.38469 193.7
75 9.17035 6.60776 198.4 7.47306 203.2
76 9.29345 5.82113 206 6.58707 211.8
77 9.41654 6.78901 215.1 4.40167 217.7
78 9.53963 6.1061 223.5 5.74264 225.6
79 9.66272 6.02238 232 7.36856 236
80 9.78581 6.42447 241.3 7.18435 246.4
81 9.90891 6.93959 251.6 7.41122 257.4
82 10.032 7.36193 262.8 5.45571 265.7
83 10.1551 6.54306 273 7.44113 277.3
84 10.2782 6.88825 284 7.13873 288.7
85 10.4013 8.74403 298.3 7.64339 301.2
86 10.5244 8.18234 312 6.68921 312.4
87 10.6475 6.88556 323.8 7.64414 325.5
88 10.7706 7.29934 336.6 6.04476 336.1
89 10.8936 5.7417 346.9 5.46297 345.9
90 11.0167 6.4862 358.8 5.61411 356.2
91 11.1398 7.08997 372.1 6.02381 367.5
92 11.2629 5.52782 382.7 6.8837 380.7
93 11.386 6.22539 394.9 6.37847 393.2
94 11.5091 5.94311 406.8 6.74218 406.7
95 11.6322 6.55136 420.2 7.52917 422.1
96 11.7553 9.33508 439.7 6.07977 434.8
97 11.8784 7.78294 456.3 8.06425 452
98 12.0015 8.26711 474.3 7.71597 468.8
99 12.1246 8.64011 493.5 8.28011 487.2
100 12.2477 7.5412 510.6 7.5412 504.3
14500 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 12.4548 0.6 0 0
16 1.90793 7.26675 1 0 0
17 2.03102 3.20644 1.2 0 0
18 2.15411 7.1264 1.7 0 0
19 2.2772 1.2754 1.8 0 0
20 2.40029 1.14797 1.9 3.4439 0.3
21 2.52339 1.03872 2 2.07745 0.5
22 2.64648 0 2 1.88873 0.7
23 2.76957 0 2 1.7246 0.9
24 2.89266 0.790484 2.1 15.8097 2.9
25 3.01575 1.45456 2.3 5.09096 3.6
26 3.13885 2.01409 2.6 6.04228 4.5
27 3.26194 3.72994 3.2 3.10829 5
28 3.38503 8.08182 4.6 9.23636 6.6
29 3.50812 6.44972 5.8 9.67459 8.4
30 3.63121 8.02654 7.4 10.0332 10.4
31 3.75431 4.69305 8.4 5.63167 11.6
32 3.8774 7.91971 10.2 6.59976 13.1
33 4.00049 9.09318 12.4 5.78657 14.5
34 4.12358 5.44629 13.8 4.27922 15.6
35 4.24667 4.40156 15 2.56758 16.3
36 4.36977 5.54279 16.6 7.62134 18.5
37 4.49286 8.848 19.3 6.88178 20.6
38 4.61595 6.2092 21.3 5.89874 22.5
