# Time-averaged data for fix track_rdf
# TimeStep Number-of-rows
# Row c_rdf_calc[1] c_rdf_calc[2] c_rdf_calc[3] c_rdf_calc[4] c_rdf_calc[5]
2500 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 4.15161 0.2 0 0
16 1.90793 5.45006 0.5 0 0
17 2.03102 8.01611 1 0 0
18 2.15411 0 1 0 0
19 2.2772 0 1 7.65238 0.6
20 2.40029 0 1 1.14797 0.7
21 2.52339 0 1 1.03872 0.8
22 2.64648 0 1 0.944363 0.9
23 2.76957 0 1 0.862299 1
24 2.89266 2.37145 1.3 0 1
25 3.01575 5.81824 2.1 0 1
26 3.13885 6.71364 3.1 4.69955 1.7
27 3.26194 4.97326 3.9 6.83823 2.8
28 3.38503 6.35 5 5.19545 3.7
29 3.50812 5.37477 6 9.67459 5.5
30 3.63121 2.00664 6.4 5.51825 6.6
31 3.75431 5.16236 7.5 4.22375 7.5
32 3.8774 9.67964 9.7 6.15977 8.9
33 4.00049 7.8532 11.6 7.43988 10.7
34 4.12358 5.44629 13 6.22433 12.3
35 4.24667 2.56758 13.7 5.86875 13.9
36 4.36977 1.73212 14.2 6.92849 15.9
37 4.49286 2.29393 14.9 8.19259 18.4
38 4.61595 4.34644 16.3 5.89874 20.3
39 4.73904 9.42537 19.5 6.1854 22.4
40 4.86213 8.67438 22.6 5.87619 24.5
41 4.98523 7.71898 25.5 6.12195 26.8
42 5.10832 5.06999 27.5 4.05599 28.4
43 5.23141 8.70159 31.1 6.28448 31
44 5.3545 5.53742 33.5 3.69162 32.6
45 5.47759 5.51183 36 4.40947 34.6
46 5.60069 6.11578 38.9 9.06823 38.9
47 5.72378 5.04791 41.4 6.46132 42.1
48 5.84687 8.9012 46 7.93368 46.2
49 5.96996 10.394 51.6 6.31065 49.6
50 6.09305 5.70189 54.8 6.94918 53.5
51 6.21615 8.21748 59.6 4.96473 56.4
52 6.33924 6.41994 63.5 5.10303 59.5
53 6.46233 3.32646 65.6 3.32646 61.6
54 6.58542 3.3558 67.8 6.10146 65.6
55 6.70851 7.34952 72.8 5.87962 69.6
56 6.83161 7.51229 78.1 4.81921 73
57 6.9547 9.57379 85.1 4.65013 76.4
58 7.07779 10.4322 93 7.13085 81.8
59 7.20088 6.76157 98.3 8.16492 88.2
60 7.32397 5.42629 102.7 9.12603 95.6
61 7.44707 7.03762 108.6 9.18469 103.3
62 7.57016 6.23345 114 6.46431 108.9
63 7.69325 7.15327 120.4 6.70619 114.9
64 7.81634 6.92975 126.8 7.25459 121.6
65 7.93943 5.98192 132.5 5.77203 127.1
66 8.06253 6.71656 139.1 9.05718 136
67 8.18562 5.13388 144.3 7.30591 143.4
68 8.30871 3.0664 147.5 6.22862 149.9
69 8.4318 2.88448 150.6 6.23419 156.6
70 8.55489 3.52518 154.5 4.88102 162
71 8.67799 4.48001 159.6 5.18276 167.9
72 8.80108 6.49066 167.2 5.0388 173.8
73 8.92417 7.30961 176 5.23301 180.1
74 9.04726 8.5668 186.6 7.03124 188.8
75 9.17035 9.99031 199.3 6.5291 197.1
76 9.29345 7.19982 208.7 6.05092 205
77 9.41654 5.74455 216.4 8.2811 216.1
78 9.53963 7.63263 226.9 8.50493 227.8
79 9.66272 7.08515 236.9 7.72281 238.7
80 9.78581 6.49355 246.3 5.73367 247
81 9.90891 7.34384 257.2 4.91835 254.3
82 10.032 5.98157 266.3 5.06133 262
83 10.1551 5.645 275.1 5.645 270.8
84 10.2782 6.1368 284.9 8.01542 283.6
85 10.4013 6.48159 295.5 5.80897 293.1
86 10.5244 5.67389 305 5.31554 302
87 10.6475 5.60181 314.6 6.94391 313.9
88 10.7706 6.95718 326.8 6.558 325.4
89 10.8936 6.18765 337.9 6.91233 337.8
90 11.0167 6.4317 349.7 6.21367 349.2
91 11.1398 7.40982 363.6 7.83628 363.9
92 11.2629 7.35304 377.7 7.97883 379.2
93 11.386 6.22539 389.9 6.48053 391.9
94 11.5091 4.99421 399.9 6.74218 405.4
95 11.6322 8.06697 416.4 6.45358 418.6
96 11.7553 7.89892 432.9 7.2287 433.7
97 11.8784 8.11114 450.2 6.61081 447.8
98 12.0015 7.80783 467.2 7.4404 464
99 12.1246 7.38009 483.6 6.93009 479.4
100 12.2477 6.61509 498.6 6.83559 494.9
6000 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 20.758 1 0 0
16 1.90793 0 1 0 0
17 2.03102 0 1 0 0
18 2.15411 0 1 0 0
19 2.2772 0 1 0 0
20 2.40029 0 1 0 0
21 2.52339 0 1 0 0
22 2.64648 0.944363 1.1 0 0
23 2.76957 1.7246 1.3 0.862299 0.1
24 2.89266 6.32387 2.1 2.37145 0.4
25 3.01575 4.36368 2.7 2.90912 0.8
26 3.13885 10.0705 4.2 8.05637 2
27 3.26194 8.7032 5.6 6.21657 3
28 3.38503 1.73182 5.9 8.08182 4.4
29 3.50812 6.44972 7.1 10.2121 6.3
30 3.63121 5.01659 8.1 12.5415 8.8
31 3.75431 7.03958 9.6 10.3247 11
32 3.8774 10.9996 12.1 10.5596 13.4
33 4.00049 6.61322 13.7 7.43988 15.2
34 4.12358 2.33412 14.3 2.33412 15.8
35 4.24667 3.66797 15.3 2.93437 16.6
36 4.36977 1.03927 15.6 4.1571 17.8
37 4.49286 2.62163 16.4 4.91556 19.3
38 4.61595 4.34644 17.8 3.41506 20.4
39 4.73904 5.00723 19.5 5.30177 22.2
40 4.86213 5.31656 21.4 7.27529 24.8
41 4.98523 6.92047 24 4.79109 26.6
42 5.10832 6.33749 26.5 6.08399 29
43 5.23141 8.94331 30.2 7.49304 32.1
44 5.3545 8.07541 33.7 7.84468 35.5
45 5.47759 6.17325 36.5 5.95278 38.2
46 5.60069 5.27223 39 7.592 41.8
47 5.72378 8.48049 43.2 4.84599 44.2
48 5.84687 8.32069 47.5 5.61163 47.1
49 5.96996 6.68187 51.1 5.93944 50.3
50 6.09305 9.44376 56.4 5.52371 53.4
51 6.21615 8.04628 61.1 7.53269 57.8
52 6.33924 7.40762 65.6 5.43225 61.1
53 6.46233 7.44493 70.3 6.33611 65.1
54 6.58542 6.86415 74.8 7.01668 69.7
55 6.70851 8.08447 80.3 7.05554 74.5
56 6.83161 7.65403 85.7 7.22881 79.6
57 6.9547 5.47074 89.7 8.34288 85.7
58 7.07779 4.09364 92.8 5.94238 90.2
59 7.20088 5.74096 97.3 3.69973 93.1
60 7.32397 5.05631 101.4 5.79626 97.8
61 7.44707 5.60624 106.1 5.12911 102.1
62 7.57016 4.0402 109.6 7.15692 108.3
63 7.69325 4.35903 113.5 7.60035 115.1
64 7.81634 5.52215 118.6 6.38837 121
65 7.93943 6.50665 124.8 6.6116 127.3
66 8.06253 5.90243 130.6 7.93776 135.1
67 8.18562 6.911 137.6 5.82498 141
68 8.30871 7.85765 145.8 6.03697 147.3
69 8.4318 6.23419 152.5 7.62991 155.5
70 8.55489 6.50803 159.7 6.95998 163.2
71 8.67799 5.62197 166.1 6.50041 170.6
72 8.80108 4.78259 171.7 5.38041 176.9
73 8.92417 7.14348 180.3 5.98059 184.1
74 9.04726 7.2737 189.3 6.14224 191.7
75 9.17035 7.47306 198.8 7.63039 201.4
76 9.29345 6.66367 207.5 5.59135 208.7
77 9.41654 4.9985 214.2 5.29692 215.8
78 9.53963 4.50688 220.4 6.54225 224.8
79 9.66272 5.73897 228.5 7.156 234.9
80 9.78581 5.45734 236.4 6.49355 244.3
81 9.90891 5.79422 245 7.27647 255.1
82 10.032 8.08497 257.3 7.16473 266
83 10.1551 8.46749 270.5 6.60721 276.3
84 10.2782 8.39114 283.9 5.69846 285.4
85 10.4013 6.90962 295.2 6.54274 296.1
86 10.5244 7.58509 307.9 6.15169 306.4
87 10.6475 6.36039 318.8 5.77687 316.3
88 10.7706 7.01421 331.1 5.70261 326.3
89 10.8936 7.52553 344.6 5.46297 336.1
90 11.0167 5.12356 354 5.12356 345.5
91 11.1398 6.50358 366.2 5.81058 356.4
92 11.2629 5.99716 377.7 5.99716 367.9
93 11.386 4.64353 386.8 8.98089 385.5
94 11.5091 5.94311 398.7 8.88969 403.3
95 11.6322 6.45358 411.9 8.21364 420.1
96 11.7553 7.18083 426.9 8.66487 438.2
97 11.8784 7.97048 443.9 6.84524 452.8
98 12.0015 8.22118 461.8 6.7974 467.6
99 12.1246 7.8301 479.2 6.43508 481.9
100 12.2477 8.20271 497.8 7.6294 499.2
6500 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 0 0 0 0
16 1.90793 0 0 0 0
17 2.03102 4.80966 0.3 0 0
18 2.15411 0 0.3 0 0
19 2.2772 2.55079 0.5 0 0
20 2.40029 1.14797 0.6 0 0
21 2.52339 8.3098 1.4 0 0
22 2.64648 6.61054 2.1 0.944363 0.1
23 2.76957 6.89839 2.9 5.17379 0.7
24 2.89266 1.58097 3.1 3.95242 1.2
25 3.01575 4.36368 3.7 2.18184 1.5
26 3.13885 4.69955 4.4 7.38501 2.6
27 3.26194 8.7032 5.8 4.97326 3.4
28 3.38503 8.08182 7.2 4.61818 4.2
29 3.50812 4.29982 8 9.13711 5.9
30 3.63121 8.02654 9.6 2.50829 6.4
31 3.75431 4.22375 10.5 2.81583 7
32 3.8774 2.6399 11.1 3.51987 7.8
33 4.00049 1.65331 11.5 1.65331 8.2
34 4.12358 3.11216 12.3 7.39139 10.1
35 4.24667 2.93437 13.1 7.33594 12.1
36 4.36977 1.3857 13.5 8.66062 14.6
37 4.49286 2.94933 14.4 5.89867 16.4
38 4.61595 4.96736 16 3.41506 17.5
39 4.73904 6.1854 18.1 5.00723 19.2
40 4.86213 6.43583 20.4 3.91746 20.6
41 4.98523 6.12195 22.7 4.52492 22.3
42 5.10832 8.61898 26.1 10.9005 26.6
43 5.23141 8.70159 29.7 10.877 31.1
44 5.3545 7.15251 32.8 8.53686 34.8
45 5.47759 6.17325 35.6 10.5827 39.6
46 5.60069 6.53756 38.7 9.49001 44.1
47 5.72378 6.25941 41.8 8.07666 48.1
48 5.84687 5.41812 44.6 6.77266 51.6
49 5.96996 5.0114 47.3 7.98112 55.9
50 6.09305 7.48373 51.5 3.3855 57.8
51 6.21615 6.5055 55.3 6.16311 61.4
52 6.33924 9.05376 60.8 3.95073 63.8
53 6.46233 8.55374 66.2 3.48486 66
54 6.58542 8.99966 72.1 4.88117 69.2
55 6.70851 8.96642 78.2 3.52777 71.6
56 6.83161 9.21319 84.7 7.79577 77.1
57 6.9547 6.83842 89.7 7.11196 82.3
58 7.07779 4.62185 93.2 6.33853 87.1
59 7.20088 5.99611 97.9 5.99611 91.8
60 7.32397 6.65953 103.3 5.79626 96.5
61 7.44707 5.48696 107.9 5.36767 101
62 7.57016 6.11801 113.2 8.54213 108.4
63 7.69325 4.02372 116.8 6.81796 114.5
64 7.81634 3.68143 120.2 5.95526 120
65 7.93943 2.83354 122.9 7.9759 127.6
66 8.06253 5.19007 128 6.6148 134.1
67 8.18562 4.93643 133 8.39193 142.6
68 8.30871 5.84532 139.1 7.18687 150.1
69 8.4318 5.30372 144.8 5.76895 156.3
70 8.55489 4.97141 150.3 6.68881 163.7
71 8.67799 6.50041 157.7 6.41256 171
72 8.80108 8.28413 167.4 6.91767 179.1
73 8.92417 8.22331 177.3 5.98059 186.3
74 9.04726 8.16271 187.4 6.95042 194.9
75 9.17035 6.45044 195.6 7.63039 204.6
76 9.29345 5.59135 202.9 6.58707 213.2
77 9.41654 7.38585 212.8 6.26678 221.6
78 9.53963 9.01377 225.2 6.9784 231.2
79 9.66272 8.92729 237.8 5.17216 238.5
80 9.78581 7.46067 248.6 5.73367 246.8
81 9.90891 7.34384 259.5 5.3226 254.7
82 10.032 7.03327 270.2 5.91584 263.7
83 10.1551 6.47892 280.3 6.35062 273.6
84 10.2782 6.82563 291.2 7.26397 285.2
85 10.4013 7.76568 303.9 6.3593 295.6
86 10.5244 7.46564 316.4 7.40591 308
87 10.6475 6.94391 328.3 7.35238 320.6
88 10.7706 6.50097 339.7 6.61502 332.2
89 10.8936 8.02723 354.1 5.07276 341.3
90 11.0167 6.97676 366.9 6.75873 353.7
91 11.1398 5.65065 377.5 6.13042 365.2
92 11.2629 5.21492 387.5 8.29172 381.1
93 11.386 6.4295 400.1 6.12333 393.1
94 11.5091 5.99305 412.1 6.89201 406.9
95 11.6322 6.89359 426.2 7.33361 421.9
96 11.7553 7.51594 441.9 6.60637 435.7
97 11.8784 9.61146 462.4 6.18885 448.9
98 12.0015 8.12932 480.1 6.10848 462.2
99 12.1246 7.02009 495.7 8.0101 480
100 12.2477 6.30638 510 8.29091 498.8
7000 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 0 0 0 0
16 1.90793 0 0 0 0
17 2.03102 6.41288 0.4 1.60322 0.1
18 2.15411 4.27584 0.7 0 0.1
19 2.2772 3.82619 1 5.10158 0.5
20 2.40029 0 1 1.14797 0.6
21 2.52339 0 1 0 0.6
22 2.64648 2.83309 1.3 1.88873 0.8
23 2.76957 1.7246 1.5 1.7246 1
24 2.89266 11.8573 3 3.16194 1.4
25 3.01575 6.54552 3.9 2.18184 1.7
26 3.13885 7.38501 5 6.04228 2.6
27 3.26194 6.83823 6.1 7.45989 3.8
28 3.38503 6.92727 7.3 8.65909 5.3
29 3.50812 7.52468 8.7 8.59963 6.9
30 3.63121 8.02654 10.3 10.5348 9
31 3.75431 2.81583 10.9 7.97819 10.7
32 3.8774 7.91971 12.7 6.59976 12.2
33 4.00049 3.71994 13.6 1.23998 12.5
34 4.12358 5.83531 15.1 2.72314 13.2
35 4.24667 1.46719 15.5 7.33594 15.2
36 4.36977 10.3927 18.5 9.69989 18
37 4.49286 9.1757 21.3 6.88178 20.1
38 4.61595 2.48368 22.1 7.14058 22.4
39 4.73904 2.0618 22.8 4.1236 23.8
40 4.86213 4.4771 24.4 5.87619 25.9
41 4.98523 5.05726 26.3 5.32344 27.9
42 5.10832 8.36548 29.6 7.60498 30.9
43 5.23141 7.97646 32.9 7.00962 33.8
44 5.3545 6.69105 35.8 5.76815 36.3
45 5.47759 7.49609 39.2 4.85041 38.5
46 5.60069 5.27223 41.7 6.11578 41.4
47 5.72378 6.25941 44.8 6.66324 44.7
48 5.84687 7.93368 48.9 4.06359 46.8
49 5.96996 3.71215 50.9 6.12505 50.1
50 6.09305 3.92005 53.1 9.62194 55.5
51 6.21615 7.0191 57.2 7.53269 59.9
52 6.33924 7.57223 61.8 8.88914 65.3
53 6.46233 11.0882 68.8 11.0882 72.3
54 6.58542 6.71161 73.2 5.64385 76
55 6.70851 6.90855 77.9 4.99767 79.4
56 6.83161 6.37836 82.4 6.5201 84
57 6.9547 7.93257 88.2 7.93257 89.8
58 7.07779 5.01801 92 6.47059 94.7
59 7.20088 7.1443 97.6 6.50642 99.8
60 7.32397 5.54961 102.1 6.04291 104.7
61 7.44707 5.96408 107.1 5.00983 108.9
62 7.57016 4.7328 111.2 4.7328 113
63 7.69325 4.69434 115.4 5.70027 118.1
64 7.81634 5.7387 120.7 5.08904 122.8
65 7.93943 5.14236 125.6 4.51268 127.1
66 8.06253 6.10597 131.6 5.19007 132.2
67 8.18562 6.61481 138.3 9.28048 141.6
68 8.30871 6.80357 145.4 6.8994 148.8
69 8.4318 8.18819 154.2 5.95505 155.2
70 8.55489 5.9657 160.8 4.60986 160.3
71 8.67799 6.76394 168.5 4.56785 165.5
72 8.80108 5.55122 175 4.44098 170.7
73 8.92417 4.48544 180.4 5.14995 176.9
74 9.04726 5.9806 187.8 5.89978 184.2
75 9.17035 5.6638 195 7.3944 193.6
76 9.29345 8.7317 206.4 7.12323 202.9
77 9.41654 7.75887 216.8 7.83347 213.4
78 9.53963 5.88803 224.9 6.9784 223
79 9.66272 7.43941 235.4 7.86452 234.1
80 9.78581 7.80607 246.7 6.56263 243.6
81 9.90891 6.53535 256.4 5.72685 252.1
82 10.032 6.77034 266.7 5.8501 261
83 10.1551 6.22233 276.4 7.31284 272.4
84 10.2782 6.32466 286.5 6.82563 283.3
85 10.4013 6.90962 297.8 8.68289 297.5
86 10.5244 6.09196 308 6.80866 308.9
87 10.6475 6.94391 319.9 7.11897 321.1
88 10.7706 7.58447 333.2 6.44395 332.4
89 10.8936 6.85659 345.5 7.07957 345.1
90 11.0167 6.70423 357.8 6.59522 357.2
91 11.1398 6.39696 369.8 6.18373 368.8
92 11.2629 5.31922 380 7.30089 382.8
93 11.386 6.12333 392 7.04183 396.6
94 11.5091 6.09294 404.2 6.84207 410.3
95 11.6322 7.62695 419.8 7.3825 425.4
96 11.7553 8.9521 438.5 6.07977 438.1
97 11.8784 8.90819 457.5 7.17343 453.4
98 12.0015 6.52183 471.7 7.1189 468.9
99 12.1246 6.93009 487.1 8.28011 487.3
100 12.2477 5.77718 500.2 8.37911 506.3
7500 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 0 0 0 0
16 1.90793 0 0 0 0
17 2.03102 0 0 0 0
18 2.15411 4.27584 0.3 0 0
19 2.2772 2.55079 0.5 0 0
20 2.40029 4.59187 0.9 0 0
21 2.52339 4.1549 1.3 0 0
22 2.64648 4.72182 1.8 0 0
23 2.76957 5.17379 2.4 0.862299 0.1
24 2.89266 3.95242 2.9 0.790484 0.2
25 3.01575 4.36368 3.5 2.90912 0.6
26 3.13885 2.68546 3.9 2.01409 0.9
27 3.26194 1.86497 4.2 5.59491 1.8
28 3.38503 1.73182 4.5 12.7 4
29 3.50812 4.29982 5.3 5.37477 5
30 3.63121 9.53152 7.2 4.51493 5.9
31 3.75431 9.85542 9.3 4.69305 6.9
32 3.8774 8.79968 11.3 7.91971 8.7
33 4.00049 6.61322 12.9 9.09318 10.9
34 4.12358 3.8902 13.9 7.00237 12.7
35 4.24667 4.76836 15.2 3.66797 13.7
36 4.36977 6.23564 17 4.84995 15.1
37 4.49286 4.58785 18.4 6.22637 17
38 4.61595 4.6569 19.9 4.34644 18.4
39 4.73904 2.94543 20.9 7.95265 21.1
40 4.86213 4.19728 22.4 8.67438 24.2
41 4.98523 5.05726 24.3 7.45281 27
42 5.10832 7.35148 27.2 5.83049 29.3
43 5.23141 6.76791 30 6.28448 31.9
44 5.3545 6.92178 33 8.07541 35.4
45 5.47759 5.7323 35.6 7.49609 38.8
46 5.60069 5.27223 38.1 4.63956 41
47 5.72378 5.85558 41 6.86516 44.4
48 5.84687 10.4492 46.4 5.22462 47.1
49 5.96996 8.16673 50.8 5.75383 50.2
50 6.09305 8.01829 55.3 6.05826 53.6
51 6.21615 4.96473 58.2 4.45113 56.2
52 6.33924 4.93841 61.2 3.6215 58.4
53 6.46233 7.76173 66.1 6.65291 62.6
54 6.58542 5.49132 69.7 8.23698 68
55 6.70851 7.93748 75.1 8.67243 73.9
56 6.83161 6.94533 80 7.22881 79
57 6.9547 6.42812 84.7 8.75318 85.4
58 7.07779 2.77311 86.8 7.65906 91.2
59 7.20088 2.55154 88.8 4.84792 95
60 7.32397 3.82307 91.9 4.06972 98.3
61 7.44707 5.12911 96.2 7.03762 104.2
62 7.57016 8.19583 103.3 6.69518 110
63 7.69325 6.92973 109.5 6.03558 115.4
64 7.81634 8.1208 117 6.82148 121.7
65 7.93943 8.81547 125.4 5.77203 127.2
66 8.06253 8.14129 133.4 5.6989 132.8
67 8.18562 7.40464 140.9 6.2199 139.1
68 8.30871 7.09105 148.3 6.70775 146.1
69 8.4318 7.07162 155.9 6.32724 152.9
70 8.55489 7.50231 164.2 4.42908 157.8
71 8.67799 4.91923 169.8 4.6557 163.1
72 8.80108 4.44098 175 5.63662 169.7
73 8.92417 5.64833 181.8 6.06365 177
74 9.04726 7.11206 190.6 5.33405 183.6
75 9.17035 6.13578 198.4 4.64117 189.5
76 9.29345 5.05519 205 5.66795 196.9
77 9.41654 4.9985 211.7 7.23664 206.6
78 9.53963 6.9784 221.3 9.74069 220
79 9.66272 7.93537 232.5 6.73089 229.5
80 9.78581 7.25343 243 7.18435 239.9
81 9.90891 7.00697 253.4 6.80485 250
82 10.032 5.06133 261.1 6.83608 260.4
83 10.1551 5.58085 269.8 8.3392 273.4
84 10.2782 5.38536 278.4 8.64162 287.2
85 10.4013 5.62553 287.6 7.76568 299.9
86 10.5244 7.76427 300.6 5.79334 309.6
87 10.6475 8.86953 315.8 7.00226 321.6
88 10.7706 8.83904 331.3 6.67205 333.3
89 10.8936 7.30255 344.4 5.24 342.7
90 11.0167 6.64972 356.6 5.34158 352.5
91 11.1398 6.13042 368.1 4.58449 361.1
92 11.2629 6.4665 380.5 6.04931 372.7
93 11.386 5.56203 391.4 6.12333 384.7
94 11.5091 6.94195 405.3 6.49247 397.7
95 11.6322 6.69803 419 8.36032 414.8
96 11.7553 7.51594 434.7 8.04253 431.6
97 11.8784 7.68917 451.1 7.03278 446.6
98 12.0015 8.17525 468.9 6.29219 460.3
99 12.1246 7.33509 485.2 7.5151 477
100 12.2477 7.4089 502 6.08588 490.8
8000 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 0 0 0 0
16 1.90793 0 0 0 0
17 2.03102 0 0 0 0
18 2.15411 2.85056 0.2 0 0
19 2.2772 2.55079 0.4 0 0
20 2.40029 2.29594 0.6 0 0
21 2.52339 6.23235 1.2 0 0
22 2.64648 2.83309 1.5 0.944363 0.1
23 2.76957 3.44919 1.9 1.7246 0.3
24 2.89266 1.58097 2.1 5.53339 1
25 3.01575 5.09096 2.8 8.00008 2.1
26 3.13885 2.68546 3.2 9.3991 3.5
27 3.26194 2.48663 3.6 6.21657 4.5
28 3.38503 4.04091 4.3 10.9682 6.4
29 3.50812 3.76234 5 9.13711 8.1
30 3.63121 11.5382 7.3 8.02654 9.7
31 3.75431 8.9168 9.2 2.81583 10.3
32 3.8774 9.23966 11.3 0.439984 10.4
33 4.00049 5.37324 12.6 2.06663 10.9
34 4.12358 4.27922 13.7 4.66824 12.1
35 4.24667 6.60234 15.5 5.50195 13.6
36 4.36977 4.50352 16.8 6.58207 15.5
37 4.49286 7.86489 19.2 7.86489 17.9
38 4.61595 3.72552 20.4 8.69289 20.7
39 4.73904 3.82906 21.7 2.35634 21.5
40 4.86213 6.71565 24.1 4.75692 23.2
41 4.98523 3.19406 25.3 4.52492 24.9
42 5.10832 4.30949 27 6.08399 27.3
43 5.23141 4.59251 28.9 7.00962 30.2
44 5.3545 4.84525 31 4.38379 32.1
45 5.47759 7.71656 34.5 5.29136 34.5
46 5.60069 5.90489 37.3 6.11578 37.4
47 5.72378 7.06707 40.8 9.08624 41.9
48 5.84687 6.38565 44.1 5.99864 45
49 5.96996 6.49626 47.6 9.28037 50
50 6.09305 4.63279 50.2 7.8401 54.4
51 6.21615 5.47832 53.4 10.2718 60.4
52 6.33924 7.57223 58 6.74916 64.5
53 6.46233 6.96972 62.4 6.0193 68.3
54 6.58542 7.47429 67.3 7.9319 73.5
55 6.70851 7.34952 72.3 6.32059 77.8
56 6.83161 4.53572 75.5 5.52791 81.7
57 6.9547 4.7869 79 3.82952 84.5
58 7.07779 7.79111 84.9 6.60264 89.5
59 7.20088 7.39946 90.7 5.74096 94
60 7.32397 6.65953 96.1 6.04291 98.9
61 7.44707 7.75331 102.6 4.17486 102.4
62 7.57016 8.31126 109.8 4.15563 106
63 7.69325 7.26504 116.3 6.70619 112
64 7.81634 6.38837 122.2 6.7132 118.2
65 7.93943 3.98795 126 5.45719 123.4
66 8.06253 4.98654 130.9 6.41127 129.7
67 8.18562 5.92371 136.9 4.34406 134.1
68 8.30871 6.03697 143.2 5.55785 139.9
69 8.4318 6.42029 150.1 7.16467 147.6
70 8.55489 7.14076 158 6.68881 155
71 8.67799 7.46668 166.5 6.41256 162.3
72 8.80108 7.00308 174.7 5.55122 168.8
73 8.92417 4.40238 180 5.64833 175.6
74 9.04726 3.87931 184.8 4.60668 181.3
75 9.17035 6.21444 192.7 5.97845 188.9
76 9.29345 6.97004 201.8 5.89773 196.6
77 9.41654 5.89376 209.7 7.16203 206.2
78 9.53963 6.46956 218.6 6.03341 214.5
79 9.66272 7.156 228.7 8.50218 226.5
80 9.78581 5.18102 236.2 6.97711 236.6
81 9.90891 4.7836 243.3 7.54597 247.8
82 10.032 5.98157 252.4 7.55912 259.3
83 10.1551 8.08261 265 6.02988 268.7
84 10.2782 8.64162 278.8 7.32659 280.4
85 10.4013 8.13256 292.1 8.13256 293.7
86 10.5244 7.94344 305.4 6.62949 304.8
87 10.6475 8.34436 319.7 6.47709 315.9
88 10.7706 6.72908 331.5 6.50097 327.3
89 10.8936 6.29914 342.8 6.80085 339.5
90 11.0167 7.4128 356.4 5.99565 350.5
91 11.1398 3.41171 362.8 4.69111 359.3
92 11.2629 3.494 369.5 6.3622 371.5
93 11.386 5.97025 381.2 6.48053 384.2
94 11.5091 6.59236 394.4 7.39143 399
95 11.6322 8.50699 411.8 7.33361 414
96 11.7553 8.32977 429.2 6.65424 427.9
97 11.8784 8.8613 448.1 5.48557 439.6
98 12.0015 8.31304 466.2 5.69512 452
99 12.1246 7.9201 483.8 7.02009 467.6
100 12.2477 7.1884 500.1 7.1884 483.9
8500 100
1 0.061546 0 0 0 0
2 0.184638 0 0 0 0
3 0.30773 0 0 0 0
4 0.430822 0 0 0 0
5 0.553914 0 0 0 0
6 0.677006 0 0 0 0
7 0.800098 0 0 0 0
8 0.92319 0 0 0 0
9 1.04628 0 0 0 0
10 1.16937 0 0 0 0
11 1.29247 0 0 0 0
12 1.41556 0 0 0 0
13 1.53865 0 0 0 0
14 1.66174 0 0 0 0
15 1.78483 6.22741 0.3 4.15161 0.2
16 1.90793 9.08344 0.8 1.81669 0.3
